Released in version:,Subfeature ID,Journey,Add-on,Feature,Sub Feature,Mobile,Web,Essential,Premium,Signature
2022.08-LTS or earlier,BB.8.7.1,Card Management ,,Manage Spending Limits,"Set daily limits on withdrawals, online payments, and terminal purchases",Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.8.8.1,Card Management ,,Manage travel notice ,Create travel notice,Available ,Available ,true,true,true
2024.04,BB.8.8.2,Card Management ,,Manage travel notice ,List travel notice ,Available ,Available ,true,true,true
2024.04,BB.8.8.3,Card Management ,,Manage travel notice ,Delete travel notice ,Available ,Available ,true,true,true
2024.04,BB.8.8.4,Card Management ,,Manage travel notice ,Edit travel notice ,Available ,Available ,true,true,true
2024.04,BB.8.10.1,Card Management ,,Order new card,Order a new physical card,Available ,Available ,true,true,true
2024.04,BB.8.10.2,Card Management ,,Order new card,Order a new virtual card,Available ,Available ,true,true,true
2025.01,BB.8.12.1,Card Management ,,Security controls,"Block/unblock specific card transactions (ATM withdrawals, In-store Payments, Online Payments)",Available ,Available ,true,true,true
2025.01,BB.8.13.1,Card Management ,,External Authorization Service,Facilates the authentication of external authorization requests with internal Identity services - used for 3D Secure use case,NA,NA,true,true,true
2025.04,BB.8.14.1,Card Management ,Essential,Add card to wallet,Add card to Apple Pay (iphone and Apple watch),Not Available,NA,,true,true
2025.04,BB.8.14.2,Card Management ,Essential,Add card to wallet ,Add card to Google Pay,Not Available,NA,,true,true
2025.04,BB.8.15.1,Card Management ,Essential,Secure card details,"View card primary account number (PAN), CVV and expiry date",Not Available,Not Available,,true,true
2025.04,BB.8.15.2,Card Management ,Essential,Secure card details,View card PIN,Not Available,Not Available,,true,true
,BB.8.16.1,Card Management ,Premium,Token Manager,View the list of tokens,Not Available,Not Available,false,false,false
,BB.8.16.2,Card Management ,Premium,Token Manager,Pause token,Not Available,Not Available,false,false,false
,BB.8.16.3,Card Management ,Premium,Token Manager,Resume token,Not Available,Not Available,false,false,false
,BB.8.16.4,Card Management ,Premium,Token Manager,Delete token,Not Available,Not Available,false,false,false
2022.08-LTS or earlier,BB.9.1.1,Stop Checks ,,Create Stop Check request,Submit a stop check request for one or multiple checks,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.9.1.2,Stop Checks ,,View Stop Check requests ,View list of stop check requests,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.10.1.1,Messages,,Message List & Details ,View list of incoming and sent messages ,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.10.1.2,Messages,,Message List & Details ,Save a draft and view draft messages,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.10.1.3,Messages,,Message List & Details ,Mark conversations as read and not read,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.10.1.4,Messages,,Message List & Details ,Delete conversations (single or in bulk & sent or received),Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.10.1.5,Messages,,Message List & Details ,See conversation threads and their details ,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.10.1.6,Messages,,Message List & Details ,Reply to conversations,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.10.1.7,Messages,,Message List & Details ,Preview message attachments ,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.10.2.1,Messages,,Compose Message,"Compose a message with a topic, a subject, and a body",Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.10.2.2,Messages,,Compose Message,Attach files and remove attachments before sending,Available ,Available ,true,true,true
2025.09-LTS,BB.10.2.3,Messages,,Compose Message,View auto reply of assigned employee,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.11.1.1,Notifications,,Notification List,View the list of notifications,Available,Available,true,true,true
2022.08-LTS or earlier,BB.11.1.2,Notifications,,Notification List,Mark notifications as read,Available,Available,true,true,true
2022.08-LTS or earlier,BB.11.1.3,Notifications,,Notification List,Delete the notifications,Available,Available,true,true,true
2022.11,BB.11.2.1,Notifications,,User Notification Preference,Turn on/off notifications when contact request initiated by the user is rejected,Available,Available,true,true,true
2022.11,BB.11.2.2,Notifications,,User Notification Preference,Turn on/off notifiactions when the user needs to approve a contact,Available,Available,true,true,true
2022.11,BB.11.2.3,Notifications,,User Notification Preference,Turn on/off notifications when payment initiated by the user is rejected,Available,Available,true,true,true
2022.11,BB.11.2.4,Notifications,,User Notification Preference,Turn on/off notifications when the user needs to approve a payment,Available,Available,true,true,true
2022.11,BB.11.2.5,Notifications,,User Notification Preference,"Turn on/off notifications when the balance of an account drops below the specified amount (push, SMS, email)",Available ,Not Available,true,true,true
2022.11,BB.11.2.6,Notifications,,User Notification Preference,"Turn on/off notifications when a new debit or credit takes place on an account (push, SMS, email)",Available ,Not Available,true,true,true
2024.03-LTS,BB.11.2.7,Notifications,,User Notification Preference,Turn on/off notifications when the initiated batch or payment in batch is rejected,Available,Available,true,true,true
2024.03-LTS,BB.11.2.8,Notifications,,User Notification Preference,Turn on/off notifications when there is a batch that needs to approved,Available,Available,true,true,true
2022.08-LTS or earlier,BB.12.1.1,User Self-Service ,,User Profile,Display user's personal information,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.12.1.2,User Self-Service ,,User Profile,Add phone numbers and emails,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.12.1.3,User Self-Service ,,User Profile,Edit phone numbers and emails ,Available ,Available ,true,true,true
2022.08-LTS or earlier,BB.12.1.4,User Self-Service ,,User Profile,Remove phone numbers and emails,Available ,Available ,true,true,true
2024.01,BB.12.1.5,User Self-Service ,,User Profile,Edit postal addresses using Smarty autocomplete,Not Available,Available,true,true,true
2024.01,BB.12.1.6,User Self-Service ,,User Profile,Edit postal addresses,Not Available,Available,false,false,false
2024.01,BB.12.1.7,User Self-Service ,,User Profile,Change preferred language,Not Available,Available ,true,true,true
2024.01,BB.12.1.8,User Self-Service,Identity Premium,User Profile,Step-up authentication with passcode,Available ,NA,false,true,true
2024.01,BB.12.1.9,User Self-Service,Identity Premium,User Profile,Step-up authentication with biometrics,Available ,NA,false,true,true
2024.01,BB.12.1.10,User Self-Service,Identity Premium,User Profile,Step-up authentication with OTP via SMS,NA,Available ,false,true,true
2024.01,BB.12.1.11,User Self-Service,Identity Premium,User Profile,Step-up authentication with OTP via Email,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.12.2.1,User Self-Service ,,Manage Security,Change password,Not Available,Available ,true,true,true
2023.09-LTS,BB.12.2.2,User Self-Service ,,Manage Security,Change username,NA,NA,true,true,true
2024.01,BB.12.2.3,User Self-Service ,,Manage Security,Enable biometrics,Available ,NA,true,true,true
2024.01,BB.12.2.4,User Self-Service ,Identity Premium,Manage Security,"Step-up authentication on change password, with OTP via SMS",NA,Available ,false,true,true
2024.01,BB.12.2.5,User Self-Service ,Identity Premium,Manage Security,"Step-up authentication on change password, with OTP via Email",NA,Available ,false,true,true
2024.01,BB.12.2.6,User Self-Service ,,Manage Security,Change passcode,Available ,NA,true,true,true
2022.08-LTS or earlier,BB.12.3.1,User Self-Service ,,Manage Devices,Add or modify a friendly name for a device	,Not Available,Available ,true,true,true
2022.08-LTS or earlier,BB.12.3.2,User Self-Service ,,Manage Devices,Suspend a device to temporarily disable it,Not Available,Available ,true,true,true
2022.08-LTS or earlier,BB.12.3.3,User Self-Service ,,Manage Devices,Restore a suspended device,Not Available,Available ,true,true,true
2022.08-LTS or earlier,BB.12.3.4,User Self-Service ,,Manage Devices,Remove a device to permanently disable it,Not Available,Available ,true,true,true
2025.09-LTS,BB.42.1.1,User Management,,User Profile,View users personal details,Not Available,Available,true,true,true
2025.09-LTS,BB.42.1.2,User Management,,User Profile,Add multiple phone numbers and emails,Not Available,Available,true,true,true
2025.09-LTS,BB.42.1.3,User Management,,User Profile,"Edit names, phone numbers, emails, and postal addresses",Not Available,Available,true,true,true
2025.09-LTS,BB.42.1.4,User Management,,User Profile,Remove phone numbers and emails,Not Available,Available,true,true,true
2025.09-LTS,BB.42.1.5,User Management,,User Profile,Approve or reject user profile changes,Not Available,Available,true,true,true
2025.09-LTS,BB.42.2.1,User Management,,Login & Security,Reset users password,Not Available,Available,true,true,true
2025.09-LTS,BB.42.2.2,User Management,,Login & Security,Require user actions on next login,Not Available,Available,true,true,true
2025.09-LTS,BB.42.3.1,User Management,,Devices,Add or modify a friendly name for a device,Not Available,Available,true,true,true
2025.09-LTS,BB.42.3.2,User Management,,Devices,Suspend a device to temporarily disable it,Not Available,Available,true,true,true
2025.09-LTS,BB.42.3.3,User Management,,Devices,Restore a suspended device,Not Available,Available,true,true,true
2025.09-LTS,BB.42.3.4,User Management,,Devices,Remove a device to permanently disable it,Not Available,Available,true,true,true
2025.09-LTS,BB.42.4.1,User Management,,Sessions,View all active sessions,Not Available,Available,true,true,true
2025.09-LTS,BB.42.4.2,User Management,,Sessions,End all sessions,Not Available,Available,true,true,true
2025.09-LTS,BB.42.5.1,User Management,,Manage Access,Lock/Unlock users account,Not Available,Available,true,true,true
2025.09-LTS,BB.42.5.2,User Management,,Manage Access,Revoke users account access,Not Available,Available,true,true,true
2025.09-LTS,BB.42.5.3,User Management,,Manage Access,Approve or reject unlock access request,Not Available,Available,true,true,true
2022.08-LTS or earlier,BB.13.1.1,Batches,,Upload batch file,Upload a batch file based on a predefined format,NA,Available ,true,true,true
2022.08-LTS or earlier,BB.13.1.2,Batches,,Upload batch file,Upload a delimited file based on user-defined format,NA,Available ,true,true,true
2022.08-LTS or earlier,BB.13.1.3,Batches,,Upload batch file,View user file upload overview with status,NA,Available ,true,true,true
2022.08-LTS or earlier,BB.13.1.4,Batches,,Upload batch file,Transaction signing when uploading a batch file,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.13.2.1,Batches,,Manual Batch,Manually create and submit batches,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.13.2.2,Batches,,Manual Batch,Transaction signing when submitting a manual batch,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.13.3.1,Batches,,Manage Templates,View batch templates,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.13.3.2,Batches,,Manage Templates,Create a batch template,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.13.3.3,Batches,,Manage Templates,Edit batch templates,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.13.3.4,Batches,,Manage Templates,Apply a batch template,NA,Available ,false,true,true
2022.08-LTS or earlier,BB.13.3.5,Batches,,Manage Templates,Delete a batch template,NA,Available ,false,true,true
